file_id,scope_origin,source_path,logical_document_id,title,batch,domain,classification,owner,revision,canonical_status,authority_resolution,review_status,internal_profile_source,derived_internal_review_tier,public_profile_source,derived_external_presentation_tier,visual_qa_status,github_handling,release_state,control_note
ZIP-0191,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/06_BRAND_AND_PUBLIC/public_website/BRD-WEB-007_EMOPET_Website_Implementation_Plan.docx,BRD-WEB-007,EMOPET — Website Implementation Plan,BATCH 0,BRAND,CONFIDENTIAL,Software Engineering,2.0,CONTROLLED — DERIVATIVE,RESOLVED AT DOCUMENT LEVEL — COR-004,DOCUMENT-LEVEL AUTHORITY / REVISION / OWNER / CLASSIFICATION / PROFILE RECONCILED,INCLUDE — SOURCE / CONTROL / EVIDENCE RECORD,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,PUBLIC-DERIVATIVE SOURCE — EXPLICIT PUBLICATION APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0192,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/06_BRAND_AND_PUBLIC/public_website/BRD-WEB-008_EMOPET_Website_Motion_And_Visual_Direction.docx,BRD-WEB-008,EMOPET — Website Motion & Visual Direction,BATCH 0,BRAND,CONFIDENTIAL,Brand,2.0,CONTROLLED SOURCE — VISUAL IDENTITY PORTION SUPERSEDED BY BRAND-AUTHORITY-001,RESOLVED AT DOCUMENT LEVEL — COR-004,DOCUMENT-LEVEL AUTHORITY / REVISION / OWNER / CLASSIFICATION / PROFILE RECONCILED,INCLUDE — SOURCE / CONTROL / EVIDENCE RECORD,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,PUBLIC-DERIVATIVE SOURCE — EXPLICIT PUBLICATION APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0193,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/06_BRAND_AND_PUBLIC/public_website/BRD-WEB-009_EMOPET_Website_Conversion_And_Measurement_Plan.docx,BRD-WEB-009,EMOPET — Website Conversion & Measurement Plan,BATCH 0,BRAND,CONFIDENTIAL,Brand,2.0,CONTROLLED — DERIVATIVE,RESOLVED AT DOCUMENT LEVEL — COR-004,DOCUMENT-LEVEL AUTHORITY / REVISION / OWNER / CLASSIFICATION / PROFILE RECONCILED,INCLUDE — SOURCE / CONTROL / EVIDENCE RECORD,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,PUBLIC-DERIVATIVE SOURCE — EXPLICIT PUBLICATION APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0194,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/06_BRAND_AND_PUBLIC/public_website/BRD-WEB-010_EMOPET_Website_Strategic_Audit_2026-08.docx,BRD-WEB-010,EMOPET — Website Strategic Audit 2026-08,BATCH 0,BRAND,CONFIDENTIAL,Brand,2.0,EVIDENCE — EVIDENCE,RESOLVED AT DOCUMENT LEVEL — COR-004,DOCUMENT-LEVEL AUTHORITY / REVISION / OWNER / CLASSIFICATION / PROFILE RECONCILED,INCLUDE — SOURCE / CONTROL / EVIDENCE RECORD,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,PUBLIC-DERIVATIVE SOURCE — EXPLICIT PUBLICATION APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0195,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/06_BRAND_AND_PUBLIC/public_website/repo_patch/IMPLEMENTATION_BRIEF.md,ASSET::BRD-WEB-007::IMPLEMENTATION_BRIEF.md,IMPLEMENTATION_BRIEF,BATCH 0,BRAND,CONFIDENTIAL,Software Engineering — FUNCTIONAL OWNER / HUMAN ASSIGNMENT OPEN-DOC-004,DRAFT / REVISION NOT STATED,GOVERNED NATIVE ASSET — NOT PROOF OF IMPLEMENTATION OR DEPLOYMENT,RESOLVED AT DOCUMENT LEVEL,DOCUMENT-LEVEL AUTHORITY / REVISION / OWNER / CLASSIFICATION / PROFILE RECONCILED,INCLUDE — SOURCE / CONTROL / EVIDENCE RECORD,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXPLICIT PUBLICATION APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0196,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/06_BRAND_AND_PUBLIC/public_website/repo_patch/README.md,ASSET::BRD-WEB-007::README.md,README,BATCH 0,BRAND,CONFIDENTIAL,Software Engineering — FUNCTIONAL OWNER / HUMAN ASSIGNMENT OPEN-DOC-004,DRAFT / REVISION NOT STATED,GOVERNED NATIVE ASSET — NOT PROOF OF IMPLEMENTATION OR DEPLOYMENT,RESOLVED AT DOCUMENT LEVEL,DOCUMENT-LEVEL AUTHORITY / REVISION / OWNER / CLASSIFICATION / PROFILE RECONCILED,INCLUDE — SOURCE / CONTROL / EVIDENCE RECORD,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXPLICIT PUBLICATION APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0197,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/06_BRAND_AND_PUBLIC/public_website/repo_patch/apps/web/lib/public-site/content.ts,ASSET::BRD-WEB-003::content.ts,"'Built around the life you share.',",BATCH 0,BRAND,CONFIDENTIAL,Brand / Software Engineering — FUNCTIONAL OWNER / HUMAN ASSIGNMENT OPEN-DOC-004,BASELINE v3.0 / DATE 2026-08-11,GOVERNED NATIVE ASSET — NOT PROOF OF IMPLEMENTATION OR DEPLOYMENT,RESOLVED AT DOCUMENT LEVEL,DOCUMENT-LEVEL AUTHORITY / REVISION / OWNER / CLASSIFICATION / PROFILE RECONCILED,INCLUDE — SOURCE / CONTROL / EVIDENCE RECORD,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXPLICIT PUBLICATION APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0198,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/07_BUSINESS_AND_FINANCE/FIN-001_EMOPET_Financial_Decisions.docx,FIN-001,FIN-001_EMOPET_Financial_Decisions,BATCH 5,BUSINESS_LEGAL_FINANCE,CONFIDENTIAL,Founder — EMOPET / Finance,3.0,CURRENT CONTROLLED INTERNAL FINANCE POLICY / NOT A FINANCIAL ACTUAL,CURRENT FOR INTERNAL COST CATEGORIES AND DECISION BOUNDARIES,RECONCILED 2026-08-27 — BATCH 5 / NOT RELEASED,INCLUDE WITH STATUS / SOURCE PRESERVED,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE — NOT APPROVED / NOT RELEASED,EXCLUDED_FROM_PUBLIC_PROFILE,PASS — 2 PAGES LEGIBLE / SOURCE STYLE ONLY / NOT V2 PUBLICATION QA,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0199,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/07_BUSINESS_AND_FINANCE/FIN-002_EMOPET_Financial_View_2026.docx,FIN-002,FIN-002_EMOPET_Financial_View_2026,BATCH 5,BUSINESS_LEGAL_FINANCE,CONFIDENTIAL,Founder — EMOPET / Finance,1.0,CURRENT DATED PLANNING MODEL WITH SOURCE-REFRESH AND VISUAL LIMITATIONS,SUPPORTING DATED MODEL / FIN-001 AND FIN-003 GOVERN FREEZE STATUS,RECONCILED 2026-08-27 — BATCH 5 / NOT RELEASED,INCLUDE WITH STATUS / SOURCE PRESERVED,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE — NOT APPROVED / NOT RELEASED,EXCLUDED_FROM_PUBLIC_PROFILE,FAIL — SOURCE RENDER DEFECT ON PAGE 4 (UNITY CAVEAT WORD SPACING) / SOURCE PRESERVED / NOT PUBLICATION-READY,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0200,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/07_BUSINESS_AND_FINANCE/FIN-003_EMOPET_Cost_Freeze_Register.docx,FIN-003,FIN-003_EMOPET_Cost_Freeze_Register,BATCH 5,BUSINESS_LEGAL_FINANCE,CONFIDENTIAL,Founder — EMOPET / Finance,1.0,CURRENT CONTROLLED INTERNAL COST REGISTER / NOT QUOTE OR SPEND AUTHORITY,CURRENT FOR INTERNAL BUDGET-FREEZE VALUES AND REVIEW TRIGGERS,RECONCILED 2026-08-27 — BATCH 5 / NOT RELEASED,INCLUDE WITH STATUS / SOURCE PRESERVED,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE — NOT APPROVED / NOT RELEASED,EXCLUDED_FROM_PUBLIC_PROFILE,PASS — 1 PAGE LEGIBLE / SOURCE STYLE ONLY / NOT V2 PUBLICATION QA,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0201,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/07_BUSINESS_AND_FINANCE/FIN-004_EMOPET_Bretagne_AudeLor_Funding_Roadmap.docx,FIN-004,FIN-004_EMOPET_Bretagne_AudeLor_Funding_Roadmap,BATCH 5,BUSINESS_LEGAL_FINANCE,CONFIDENTIAL,Founder — EMOPET / Finance,1.0,"CURRENT STRATEGY SNAPSHOT / EMOPET ELIGIBILITY, APPLICATION AND AWARD OPEN",CURRENT INTERNAL ROADMAP / OFFICIAL PROGRAMME SOURCES GOVERN TERMS,RECONCILED 2026-08-27 — BATCH 5 / NOT RELEASED,INCLUDE WITH STATUS / SOURCE PRESERVED,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE — NOT APPROVED / NOT RELEASED,EXCLUDED_FROM_PUBLIC_PROFILE,PASS — 7 PAGES LEGIBLE / SOURCE STYLE ONLY / NOT V2 PUBLICATION QA,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0202,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/07_BUSINESS_AND_FINANCE/FIN-005_EMOPET_AudeLor_Emergys_First_Meeting_Memo.docx,FIN-005,FIN-005_EMOPET_AudeLor_Emergys_First_Meeting_Memo,BATCH 5,BUSINESS_LEGAL_FINANCE,PARTNER,Founder — EMOPET / Finance,2.0,SUPPORTING PREPARATION MEMO / PRODUCT-SCOPE WORDING PARTIALLY SUPERSEDED,PREPARATION AID ONLY / NOT MEETING OR ELIGIBILITY EVIDENCE,RECONCILED 2026-08-27 — BATCH 5 / NOT RELEASED,INCLUDE WITH STATUS / SOURCE PRESERVED,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE — NOT APPROVED / NOT RELEASED,EXCLUDED_FROM_PUBLIC_PROFILE,PASS — 2 PAGES LEGIBLE / SOURCE STYLE ONLY / NOT V2 PUBLICATION QA,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0203,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/07_BUSINESS_AND_FINANCE/FIN-006_EMOPET_Financial_Source_Snapshot_2026-08.docx,FIN-006,FIN-006_EMOPET_Financial_Source_Snapshot_2026-08,BATCH 5,BUSINESS_LEGAL_FINANCE,CONFIDENTIAL,Document Control / Finance,1.0,DATED SUPPORTING SOURCE SNAPSHOT / CLAIM-LEVEL VERIFICATION REQUIRED,NON-NORMATIVE SOURCE INDEX,RECONCILED 2026-08-27 — BATCH 5 / NOT RELEASED,INCLUDE WITH STATUS / SOURCE PRESERVED,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE — NOT APPROVED / NOT RELEASED,EXCLUDED_FROM_PUBLIC_PROFILE,PASS — 1 PAGE LEGIBLE / SOURCE STYLE ONLY / NOT V2 PUBLICATION QA,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0204,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/08_LEGAL_AND_CORPORATE/LEG-001_EMOPET_Cap_Table_And_Voting_Control_Model.docx,LEG-001,LEG-001_EMOPET_Cap_Table_And_Voting_Control_Model,BATCH 5,BUSINESS_LEGAL_FINANCE,RESTRICTED,Founder — EMOPET / Legal Counsel,1.0,CONTROLLED INTERNAL MODEL / NOT VALUATION OR LEGAL INSTRUMENT,CURRENT INTERNAL SCENARIO MODEL / COUNSEL AND CORPORATE ACTS REQUIRED,RECONCILED 2026-08-27 — BATCH 5 / NOT RELEASED,INCLUDE WITH STATUS / SOURCE PRESERVED,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE — NOT APPROVED / NOT RELEASED,EXCLUDED_FROM_PUBLIC_PROFILE,PASS — 2 PAGES LEGIBLE / SOURCE STYLE ONLY / NOT V2 PUBLICATION QA,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0205,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/08_LEGAL_AND_CORPORATE/LEG-002_EMOPET_Founder_Control_Doctrine.docx,LEG-002,LEG-002_EMOPET_Founder_Control_Doctrine,BATCH 5,BUSINESS_LEGAL_FINANCE,RESTRICTED,Founder — EMOPET / Legal Counsel,1.0,CONTROLLED INTERNAL GOVERNANCE DOCTRINE / COUNSEL DRAFTING REQUIRED,CURRENT FOUNDER INTENT / NOT SELF-EXECUTING LAW OR CORPORATE ACT,RECONCILED 2026-08-27 — BATCH 5 / NOT RELEASED,INCLUDE WITH STATUS / SOURCE PRESERVED,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE — NOT APPROVED / NOT RELEASED,EXCLUDED_FROM_PUBLIC_PROFILE,PASS — 2 PAGES LEGIBLE / SOURCE STYLE ONLY / NOT V2 PUBLICATION QA,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0206,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/08_LEGAL_AND_CORPORATE/LEG-003_EMOPET_Governance_Drafting_Points_For_Counsel.docx,LEG-003,LEG-003_EMOPET_Governance_Drafting_Points_For_Counsel,BATCH 5,BUSINESS_LEGAL_FINANCE,RESTRICTED,Founder — EMOPET / Legal Counsel,1.0,CURRENT DRAFTING INPUT / COUNSEL OUTPUT ABSENT,CONTROLLED INSTRUCTION TO COUNSEL / NOT LEGAL ADVICE OR INSTRUMENT,RECONCILED 2026-08-27 — BATCH 5 / NOT RELEASED,INCLUDE WITH STATUS / SOURCE PRESERVED,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE — NOT APPROVED / NOT RELEASED,EXCLUDED_FROM_PUBLIC_PROFILE,PASS — 2 PAGES LEGIBLE / SOURCE STYLE ONLY / NOT V2 PUBLICATION QA,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0207,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/08_LEGAL_AND_CORPORATE/LEG-004_EMOPET_Investor_Term_Sheet_Guardrails.docx,LEG-004,LEG-004_EMOPET_Investor_Term_Sheet_Guardrails,BATCH 5,BUSINESS_LEGAL_FINANCE,RESTRICTED,Founder — EMOPET / Legal Counsel,1.0,"CONTROLLED INTERNAL GUARDRAILS / NOT OFFER, TERM SHEET OR LEGAL ADVICE",CURRENT INTERNAL NEGOTIATION GUARDRAILS / COUNSEL REVIEW REQUIRED,RECONCILED 2026-08-27 — BATCH 5 / NOT RELEASED,INCLUDE WITH STATUS / SOURCE PRESERVED,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE — NOT APPROVED / NOT RELEASED,EXCLUDED_FROM_PUBLIC_PROFILE,PASS — 3 PAGES LEGIBLE / SOURCE STYLE ONLY / NOT V2 PUBLICATION QA,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0208,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/08_LEGAL_AND_CORPORATE/LEG-005_EMOPET_IP_Chain_Of_Title_And_Corporate_Readiness.docx,LEG-005,LEG-005_EMOPET_IP_Chain_Of_Title_And_Corporate_Readiness,BATCH 5,BUSINESS_LEGAL_FINANCE,RESTRICTED,Founder — EMOPET / Legal Counsel,1.0,CONTROLLED CHECKLIST / CHAIN OF TITLE AND CORPORATE READINESS NOT ESTABLISHED,CURRENT INTERNAL READINESS CHECKLIST / COMPLETION EVIDENCE REQUIRED,RECONCILED 2026-08-27 — BATCH 5 / NOT RELEASED,INCLUDE WITH STATUS / SOURCE PRESERVED,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE — NOT APPROVED / NOT RELEASED,EXCLUDED_FROM_PUBLIC_PROFILE,PASS — 2 PAGES LEGIBLE / SOURCE STYLE ONLY / NOT V2 PUBLICATION QA,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0209,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/08_LEGAL_AND_CORPORATE/LEG-006_EMOPET_Pre_Investment_Legal_Gate.docx,LEG-006,LEG-006_EMOPET_Pre_Investment_Legal_Gate,BATCH 5,BUSINESS_LEGAL_FINANCE,RESTRICTED,Founder — EMOPET / Legal Counsel,1.0,CURRENT OPEN INTERNAL LEGAL GATE,CURRENT BINDING INTERNAL PROHIBITION / CLOSE ONLY WITH REQUIRED EVIDENCE,RECONCILED 2026-08-27 — BATCH 5 / NOT RELEASED,INCLUDE WITH STATUS / SOURCE PRESERVED,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE — NOT APPROVED / NOT RELEASED,EXCLUDED_FROM_PUBLIC_PROFILE,PASS — 2 PAGES LEGIBLE / SOURCE STYLE ONLY / NOT V2 PUBLICATION QA,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0210,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/08_LEGAL_AND_CORPORATE/supplier_contracts/LEG-SUP-001_EMOPET_MOKO_Master_NNN_Execution_Copy.docx,,LEG-SUP-001_EMOPET_MOKO_Master_NNN_Execution_Copy,BATCH 5,BUSINESS_LEGAL_FINANCE,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION NOT STATED,Founder — EMOPET / Legal / MOKO,1,HISTORICAL DUPLICATE / NOT AN EXECUTED AGREEMENT,HISTORICAL UNSIGNED WORKING MASTER / SUPERSEDED FOR EXECUTION EVIDENCE,RECONCILED 2026-08-27 — BATCH 5 / NOT RELEASED,INCLUDE WITH STATUS / SOURCE PRESERVED,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE — NOT APPROVED / NOT RELEASED,EXCLUDED_FROM_PUBLIC_PROFILE,PASS_WITH_NOTES — 6 PAGES / BILINGUAL DOCX FALLBACK RENDER DEGRADES CHINESE / UNSIGNED SOURCE ONLY,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0211,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/08_LEGAL_AND_CORPORATE/supplier_contracts/LEG-SUP-002_EMOPET_MOKO_Master_NNN_EN_CN_Executed.pdf,,LEG-SUP-002_EMOPET_MOKO_Master_NNN_EN_CN_Executed,BATCH 5,BUSINESS_LEGAL_FINANCE,PARTNER CONFIDENTIAL,Founder — EMOPET / Legal / MOKO,SOURCE REVISION NOT STATED / NOT VERIFIED,HISTORICAL PARTY-B-ONLY ORIGINAL / PARTY A SIGNATURE AND DATE BLANK,IMMUTABLE HISTORICAL SIGNATURE-STAGE ORIGINAL / SUPERSEDED FOR CURRENT EXECUTION EVIDENCE,RECONCILED 2026-08-27 — BATCH 5 / NOT RELEASED,INCLUDE WITH STATUS / SOURCE PRESERVED,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE — NOT APPROVED / NOT RELEASED,EXCLUDED_FROM_PUBLIC_PROFILE,PASS — 7 PAGES / PARTY A SIGNATURE AND DATE VISIBLY BLANK / SOURCE PRESERVED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0212,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/08_LEGAL_AND_CORPORATE/supplier_contracts/LEG-SUP-003_EMOPET_MOKO_Master_NNN_EN_CN_Branded.docx,,LEG-SUP-003_EMOPET_MOKO_Master_NNN_EN_CN_Branded,BATCH 5,BUSINESS_LEGAL_FINANCE,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION NOT STATED,Founder — EMOPET / Legal / MOKO,1,HISTORICAL DUPLICATE / NOT AN EXECUTED AGREEMENT,HISTORICAL UNSIGNED WORKING MASTER / SUPERSEDED FOR EXECUTION EVIDENCE,RECONCILED 2026-08-27 — BATCH 5 / NOT RELEASED,INCLUDE WITH STATUS / SOURCE PRESERVED,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE — NOT APPROVED / NOT RELEASED,EXCLUDED_FROM_PUBLIC_PROFILE,PASS_WITH_NOTES — 6 PAGES / BILINGUAL DOCX FALLBACK RENDER DEGRADES CHINESE / UNSIGNED SOURCE ONLY,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0213,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/08_LEGAL_AND_CORPORATE/supplier_contracts/LEG-SUP-004_EMOPET_MOKO_Power_Of_Attorney.docx,,LEG-SUP-004_EMOPET_MOKO_Power_Of_Attorney,BATCH 6,MOKO,PARTNER CONFIDENTIAL HANDLING — SOURCE CLASSIFICATION NOT STATED,Founder — EMOPET / Supplier Governance,1,PRESERVE FOR LINEAGE / NOT EXECUTED,HISTORICAL WORKING MASTER / SUPERSEDED FOR EXECUTION EVIDENCE,RECONCILED 2026-08-28 — BATCH 6 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
